image_path,image_id,sequence,frame_id,viewer,human_name,bbox_x1,bbox_y1,bbox_x2,bbox_y2,depth_m,distance_m,distance_class_3,depth_source,scene_type,recording,worker_key
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Garage4_000216.png,Garage4_000216,Garage4,216,rgb,Garage4_000216#1,444.593903,391.561157,565.584351,717.095764,3.921875,3.921875,3-5,conf2,indoor_garage,Garage4,Garage4_000216#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Garage4_000216.png,Garage4_000216,Garage4,216,rgb,Garage4_000216#2,581.976807,395.363708,698.532593,653.662720,4.933594,4.933594,3-5,conf2,indoor_garage,Garage4,Garage4_000216#2
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Garage4_000228.png,Garage4_000228,Garage4,228,rgb,Garage4_000228#1,458.659912,396.069305,583.907532,687.744019,4.339844,4.339844,3-5,conf2,indoor_garage,Garage4,Garage4_000228#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Garage4_000228.png,Garage4_000228,Garage4,228,rgb,Garage4_000228#2,592.630493,400.439209,688.009888,633.799622,5.332031,5.332031,>5,conf2,indoor_garage,Garage4,Garage4_000228#2
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Garage4_000240.png,Garage4_000240,Garage4,240,rgb,Garage4_000240#1,477.386444,398.489777,584.406189,680.304443,4.628906,4.628906,3-5,conf2,indoor_garage,Garage4,Garage4_000240#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Garage4_000240.png,Garage4_000240,Garage4,240,rgb,Garage4_000240#2,603.479126,402.645172,692.778320,623.319702,5.589844,5.589844,>5,conf2,indoor_garage,Garage4,Garage4_000240#2
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Garage4_000258.png,Garage4_000258,Garage4,258,rgb,Garage4_000258#1,514.007263,397.608154,599.490967,645.042725,5.140625,5.140625,>5,conf2,indoor_garage,Garage4,Garage4_000258#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Garage4_000258.png,Garage4_000258,Garage4,258,rgb,Garage4_000258#2,607.254761,403.409180,686.562195,598.196411,6.429688,6.429688,>5,conf2,indoor_garage,Garage4,Garage4_000258#2
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Garage4_000282.png,Garage4_000282,Garage4,282,rgb,Garage4_000282#1,539.903320,396.634369,615.959717,617.460815,5.867188,5.867188,>5,conf2,indoor_garage,Garage4,Garage4_000282#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Garage4_000282.png,Garage4_000282,Garage4,282,rgb,Garage4_000282#2,620.466248,401.878143,681.344116,572.794434,7.339844,7.339844,>5,conf2,indoor_garage,Garage4,Garage4_000282#2
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Garage4_000282.png,Garage4_000282,Garage4,282,rgb,Garage4_000282#3,205.826279,411.381958,247.502090,585.070679,7.066406,7.066406,>5,conf1,indoor_garage,Garage4,Garage4_000282#3
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Garage4_000306.png,Garage4_000306,Garage4,306,rgb,Garage4_000306#1,582.883789,402.506287,673.266479,604.165649,6.203125,6.203125,>5,conf2,indoor_garage,Garage4,Garage4_000306#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Garage4_000306.png,Garage4_000306,Garage4,306,rgb,Garage4_000306#2,310.401917,398.970520,381.587128,631.933411,5.507812,5.507812,>5,conf2,indoor_garage,Garage4,Garage4_000306#2
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Garage4_000306.png,Garage4_000306,Garage4,306,rgb,Garage4_000306#3,628.591187,403.646393,675.867554,555.206055,6.222656,6.222656,>5,conf1,indoor_garage,Garage4,Garage4_000306#3
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Garage4_000336.png,Garage4_000336,Garage4,336,rgb,Garage4_000336#1,491.046143,399.915283,553.568970,635.931458,5.343750,5.343750,>5,conf2,indoor_garage,Garage4,Garage4_000336#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Garage4_000336.png,Garage4_000336,Garage4,336,rgb,Garage4_000336#2,646.476685,407.224548,708.401245,583.329163,7.035156,7.035156,>5,conf1,indoor_garage,Garage4,Garage4_000336#2
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Garage4_000336.png,Garage4_000336,Garage4,336,rgb,Garage4_000336#3,608.621216,403.176392,651.714355,531.109436,,,>5,none,indoor_garage,Garage4,Garage4_000336#3
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Garage4_000354.png,Garage4_000354,Garage4,354,rgb,Garage4_000354#1,605.341003,403.902527,671.033142,643.645996,5.070312,5.070312,>5,conf2,indoor_garage,Garage4,Garage4_000354#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Garage4_000354.png,Garage4_000354,Garage4,354,rgb,Garage4_000354#2,651.605835,400.796265,712.599854,571.979004,7.468750,7.468750,>5,conf1,indoor_garage,Garage4,Garage4_000354#2
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Garage4_000354.png,Garage4_000354,Garage4,354,rgb,Garage4_000354#3,592.711975,400.852875,620.100769,474.718750,,,>5,none,indoor_garage,Garage4,Garage4_000354#3
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Garage4_000396.png,Garage4_000396,Garage4,396,rgb,Garage4_000396#1,664.520691,403.583954,716.853027,549.018555,8.898438,8.898438,>5,conf1,indoor_garage,Garage4,Garage4_000396#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Garage4_000396.png,Garage4_000396,Garage4,396,rgb,Garage4_000396#2,513.810181,408.538391,568.324890,512.278687,17.140625,17.140625,>5,conf1,indoor_garage,Garage4,Garage4_000396#2
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Garage4_000396.png,Garage4_000396,Garage4,396,rgb,Garage4_000396#3,879.333332,402.333328,938.333332,483.333328,,,3-5,none,indoor_garage,Garage4,Garage4_000396#3
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Garage4_000444.png,Garage4_000444,Garage4,444,rgb,Garage4_000444#1,640.732178,405.697449,684.436340,529.306824,,,>5,none,indoor_garage,Garage4,Garage4_000444#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Garage4_000444.png,Garage4_000444,Garage4,444,rgb,Garage4_000444#2,426.993225,402.072693,475.071106,512.489685,10.945312,10.945312,>5,conf1,indoor_garage,Garage4,Garage4_000444#2
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Garage4_000456.png,Garage4_000456,Garage4,456,rgb,Garage4_000456#1,403.465637,404.040527,448.877625,514.982483,10.144531,10.144531,>5,conf1,indoor_garage,Garage4,Garage4_000456#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Garage4_000456.png,Garage4_000456,Garage4,456,rgb,Garage4_000456#2,628.291077,403.808411,664.708374,525.736572,,,>5,none,indoor_garage,Garage4,Garage4_000456#2
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Garage4_000474.png,Garage4_000474,Garage4,474,rgb,Garage4_000474#1,368.702728,403.653900,423.003662,519.892700,10.058594,10.058594,>5,conf1,indoor_garage,Garage4,Garage4_000474#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Garage4_000474.png,Garage4_000474,Garage4,474,rgb,Garage4_000474#2,599.566895,409.088654,649.238403,521.098511,,,>5,none,indoor_garage,Garage4,Garage4_000474#2
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Garage4_000498.png,Garage4_000498,Garage4,498,rgb,Garage4_000498#1,573.342834,409.068878,616.024170,515.229126,15.816406,15.816406,>5,conf1,indoor_garage,Garage4,Garage4_000498#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Garage4_000498.png,Garage4_000498,Garage4,498,rgb,Garage4_000498#2,334.971130,403.106049,370.186157,528.296509,,,>5,none,indoor_garage,Garage4,Garage4_000498#2
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Garage4_000516.png,Garage4_000516,Garage4,516,rgb,Garage4_000516#1,542.452942,407.738403,584.353577,514.911682,,,>5,none,indoor_garage,Garage4,Garage4_000516#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Garage4_000516.png,Garage4_000516,Garage4,516,rgb,Garage4_000516#2,285.090332,403.557983,315.826660,448.303406,,,>5,none,indoor_garage,Garage4,Garage4_000516#2
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Garage4_000534.png,Garage4_000534,Garage4,534,rgb,Garage4_000534#1,508.394409,403.551392,543.332825,514.941162,,,>5,none,indoor_garage,Garage4,Garage4_000534#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Garage4_000534.png,Garage4_000534,Garage4,534,rgb,Garage4_000534#2,225.808456,401.535828,262.610352,446.821472,,,>5,none,indoor_garage,Garage4,Garage4_000534#2
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Garage4_000546.png,Garage4_000546,Garage4,546,rgb,Garage4_000546#1,494.627686,405.306641,535.883179,514.591797,,,>5,none,indoor_garage,Garage4,Garage4_000546#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Garage4_000612.png,Garage4_000612,Garage4,612,rgb,Garage4_000612#1,400.031708,405.190430,447.862701,526.993286,,,>5,none,indoor_garage,Garage4,Garage4_000612#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Garage4_000612.png,Garage4_000612,Garage4,612,rgb,Garage4_000612#2,228.795639,402.450073,274.218506,448.410004,,,>5,none,indoor_garage,Garage4,Garage4_000612#2
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Garage4_000612.png,Garage4_000612,Garage4,612,rgb,Garage4_000612#3,873.333332,418.333328,921.333332,472.333328,,,>5,none,indoor_garage,Garage4,Garage4_000612#3
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Garage4_000630.png,Garage4_000630,Garage4,630,rgb,Garage4_000630#1,736.438354,406.369446,844.030273,638.163940,5.250000,5.250000,>5,conf1,indoor_garage,Garage4,Garage4_000630#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Garage4_000630.png,Garage4_000630,Garage4,630,rgb,Garage4_000630#2,401.136902,404.365631,446.270996,535.054077,9.273438,9.273438,>5,conf1,indoor_garage,Garage4,Garage4_000630#2
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Garage4_000630.png,Garage4_000630,Garage4,630,rgb,Garage4_000630#3,269.806732,401.601471,326.494751,446.317474,,,>5,none,indoor_garage,Garage4,Garage4_000630#3
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Garage4_000654.png,Garage4_000654,Garage4,654,rgb,Garage4_000654#1,579.958740,404.203949,702.833313,641.997070,5.164062,5.164062,>5,conf2,indoor_garage,Garage4,Garage4_000654#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Garage4_000654.png,Garage4_000654,Garage4,654,rgb,Garage4_000654#2,400.328003,405.122589,447.145081,546.870361,8.968750,8.968750,>5,conf1,indoor_garage,Garage4,Garage4_000654#2
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Garage4_000654.png,Garage4_000654,Garage4,654,rgb,Garage4_000654#3,328.359253,400.739319,363.845093,533.752930,,,>5,none,indoor_garage,Garage4,Garage4_000654#3
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Garage4_000666.png,Garage4_000666,Garage4,666,rgb,Garage4_000666#1,535.760010,398.009583,600.124512,647.096008,5.089844,5.089844,>5,conf2,indoor_garage,Garage4,Garage4_000666#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Garage4_000666.png,Garage4_000666,Garage4,666,rgb,Garage4_000666#2,400.421722,403.790527,455.678192,551.128845,8.218750,8.218750,>5,conf1,indoor_garage,Garage4,Garage4_000666#2
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Garage4_000666.png,Garage4_000666,Garage4,666,rgb,Garage4_000666#3,349.382629,403.273224,394.727600,538.923950,9.148438,9.148438,>5,conf1,indoor_garage,Garage4,Garage4_000666#3
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Garage4_000678.png,Garage4_000678,Garage4,678,rgb,Garage4_000678#1,445.900360,402.006958,553.864868,651.845764,4.792969,4.792969,3-5,conf2,indoor_garage,Garage4,Garage4_000678#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Garage4_000678.png,Garage4_000678,Garage4,678,rgb,Garage4_000678#2,406.620026,404.482971,449.318390,562.431458,7.623047,7.623047,>5,conf1,indoor_garage,Garage4,Garage4_000678#2
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Garage4_000678.png,Garage4_000678,Garage4,678,rgb,Garage4_000678#3,368.631897,406.721924,414.486633,538.146790,8.324219,8.324219,>5,conf1,indoor_garage,Garage4,Garage4_000678#3
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Garage4_000708.png,Garage4_000708,Garage4,708,rgb,Garage4_000708#1,223.706635,406.068604,374.083191,674.613647,4.460938,4.460938,3-5,conf2,indoor_garage,Garage4,Garage4_000708#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Garage4_000708.png,Garage4_000708,Garage4,708,rgb,Garage4_000708#2,391.711060,403.860352,450.689087,587.250916,6.968750,6.968750,>5,conf2,indoor_garage,Garage4,Garage4_000708#2
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Garage4_000708.png,Garage4_000708,Garage4,708,rgb,Garage4_000708#3,463.536621,402.647644,519.462708,552.308899,8.140625,8.140625,>5,conf1,indoor_garage,Garage4,Garage4_000708#3
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Garage4_000732.png,Garage4_000732,Garage4,732,rgb,Garage4_000732#1,371.273590,400.640625,454.190369,608.515503,6.125000,6.125000,>5,conf2,indoor_garage,Garage4,Garage4_000732#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Garage4_000732.png,Garage4_000732,Garage4,732,rgb,Garage4_000732#2,511.976196,407.128326,588.381531,575.551270,7.378906,7.378906,>5,conf2,indoor_garage,Garage4,Garage4_000732#2
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Garage4_000756.png,Garage4_000756,Garage4,756,rgb,Garage4_000756#1,338.467224,399.699738,441.481262,646.225464,5.273438,5.273438,>5,conf2,indoor_garage,Garage4,Garage4_000756#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Garage4_000756.png,Garage4_000756,Garage4,756,rgb,Garage4_000756#2,552.495605,399.898315,628.347412,596.496277,6.507812,6.507812,>5,conf2,indoor_garage,Garage4,Garage4_000756#2
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Garage4_000786.png,Garage4_000786,Garage4,786,rgb,Garage4_000786#1,288.090912,391.501282,422.730530,713.339905,4.160156,4.160156,3-5,conf2,indoor_garage,Garage4,Garage4_000786#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Garage4_000786.png,Garage4_000786,Garage4,786,rgb,Garage4_000786#2,596.956299,401.521820,687.852783,647.109558,5.308594,5.308594,>5,conf2,indoor_garage,Garage4,Garage4_000786#2
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Garage4_000810.png,Garage4_000810,Garage4,810,rgb,Garage4_000810#1,236.651779,388.103577,366.128540,719.882812,3.265625,3.265625,3-5,conf2,indoor_garage,Garage4,Garage4_000810#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Garage4_000810.png,Garage4_000810,Garage4,810,rgb,Garage4_000810#2,606.121338,393.528900,731.458618,706.981201,4.238281,4.238281,3-5,conf2,indoor_garage,Garage4,Garage4_000810#2
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Garage4_000828.png,Garage4_000828,Garage4,828,rgb,Garage4_000828#1,140.940002,385.158600,313.389069,719.359985,2.800781,2.800781,<3,conf2,indoor_garage,Garage4,Garage4_000828#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Garage4_000828.png,Garage4_000828,Garage4,828,rgb,Garage4_000828#2,617.191650,388.312958,768.107178,719.645752,3.441406,3.441406,3-5,conf2,indoor_garage,Garage4,Garage4_000828#2
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Garage4_000852.png,Garage4_000852,Garage4,852,rgb,Garage4_000852#1,624.182373,375.523651,820.102905,719.994690,2.488281,2.488281,<3,conf2,indoor_garage,Garage4,Garage4_000852#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Garage4_000852.png,Garage4_000852,Garage4,852,rgb,Garage4_000852#2,0.276718,374.805206,88.123009,719.132446,3.042969,3.042969,3-5,conf2,indoor_garage,Garage4,Garage4_000852#2
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Garage4_000864.png,Garage4_000864,Garage4,864,rgb,Garage4_000864#1,649.731934,357.927185,915.606628,720.000000,1.964844,1.964844,<3,conf2,indoor_garage,Garage4,Garage4_000864#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Garage4_000894.png,Garage4_000894,Garage4,894,rgb,Garage4_000894#1,768.839641,578.895955,958.000000,718.666667,,,<3,none,indoor_garage,Garage4,Garage4_000894#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Garage4_000948.png,Garage4_000948,Garage4,948,rgb,Garage4_000948#1,482.037964,283.487366,936.561218,719.302734,0.629395,0.629395,<3,conf2,indoor_garage,Garage4,Garage4_000948#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Garage4_000960.png,Garage4_000960,Garage4,960,rgb,Garage4_000960#1,263.367554,341.032745,577.269409,719.436157,0.833008,0.833008,<3,conf2,indoor_garage,Garage4,Garage4_000960#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Garage4_000960.png,Garage4_000960,Garage4,960,rgb,Garage4_000960#2,0.197742,382.772522,102.937111,719.096069,2.884766,2.884766,<3,conf1,indoor_garage,Garage4,Garage4_000960#2
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Garage4_000972.png,Garage4_000972,Garage4,972,rgb,Garage4_000972#1,3.098740,340.722656,382.276489,719.289429,1.061523,1.061523,<3,conf2,indoor_garage,Garage4,Garage4_000972#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Garage4_000984.png,Garage4_000984,Garage4,984,rgb,Garage4_000984#1,0.457123,332.608124,89.541321,719.021118,1.096680,1.096680,<3,conf2,indoor_garage,Garage4,Garage4_000984#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Garage4_000984.png,Garage4_000984,Garage4,984,rgb,Garage4_000984#2,263.485931,393.616516,415.724304,719.644226,2.625000,2.625000,<3,conf2,indoor_garage,Garage4,Garage4_000984#2
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Garage4_001002.png,Garage4_001002,Garage4,1002,rgb,Garage4_001002#1,0.453896,373.720917,196.493774,719.314453,1.594727,1.594727,<3,conf2,indoor_garage,Garage4,Garage4_001002#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Garage4_001002.png,Garage4_001002,Garage4,1002,rgb,Garage4_001002#2,403.791595,395.252930,595.269043,719.819458,3.046875,3.046875,3-5,conf2,indoor_garage,Garage4,Garage4_001002#2
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Garage4_001002.png,Garage4_001002,Garage4,1002,rgb,Garage4_001002#3,210.115631,397.444977,261.001923,638.753174,4.681641,4.681641,3-5,conf1,indoor_garage,Garage4,Garage4_001002#3
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Garage4_001026.png,Garage4_001026,Garage4,1026,rgb,Garage4_001026#1,111.326111,374.610779,270.760742,719.238403,2.488281,2.488281,<3,conf2,indoor_garage,Garage4,Garage4_001026#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Garage4_001026.png,Garage4_001026,Garage4,1026,rgb,Garage4_001026#2,602.676880,393.069489,721.786133,719.905334,3.671875,3.671875,3-5,conf2,indoor_garage,Garage4,Garage4_001026#2
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Garage4_001026.png,Garage4_001026,Garage4,1026,rgb,Garage4_001026#3,302.063354,396.855103,386.454102,639.037170,5.089844,5.089844,>5,conf2,indoor_garage,Garage4,Garage4_001026#3
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Garage4_001044.png,Garage4_001044,Garage4,1044,rgb,Garage4_001044#1,208.385712,381.391449,350.408539,719.362610,3.212891,3.212891,3-5,conf2,indoor_garage,Garage4,Garage4_001044#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Garage4_001044.png,Garage4_001044,Garage4,1044,rgb,Garage4_001044#2,690.216248,396.276489,783.154053,693.547852,4.046875,4.046875,3-5,conf2,indoor_garage,Garage4,Garage4_001044#2
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Garage4_001044.png,Garage4_001044,Garage4,1044,rgb,Garage4_001044#3,368.387939,395.894623,460.132416,624.231689,5.531250,5.531250,>5,conf2,indoor_garage,Garage4,Garage4_001044#3
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Garage4_001056.png,Garage4_001056,Garage4,1056,rgb,Garage4_001056#1,232.242188,389.940216,361.188416,719.525024,3.695312,3.695312,3-5,conf2,indoor_garage,Garage4,Garage4_001056#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Garage4_001056.png,Garage4_001056,Garage4,1056,rgb,Garage4_001056#2,738.297119,400.798737,833.095703,678.427856,4.328125,4.328125,3-5,conf2,indoor_garage,Garage4,Garage4_001056#2
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Garage4_001056.png,Garage4_001056,Garage4,1056,rgb,Garage4_001056#3,413.960815,397.060913,492.120117,620.750000,5.691406,5.691406,>5,conf2,indoor_garage,Garage4,Garage4_001056#3
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Garage4_001068.png,Garage4_001068,Garage4,1068,rgb,Garage4_001068#1,251.609482,387.358063,359.345947,706.582886,4.167969,4.167969,3-5,conf2,indoor_garage,Garage4,Garage4_001068#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Garage4_001068.png,Garage4_001068,Garage4,1068,rgb,Garage4_001068#2,760.191650,407.052338,876.619263,677.296021,7.246094,7.246094,>5,conf1,indoor_garage,Garage4,Garage4_001068#2
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Garage4_001068.png,Garage4_001068,Garage4,1068,rgb,Garage4_001068#3,451.905487,396.643341,530.802002,616.493530,5.785156,5.785156,>5,conf2,indoor_garage,Garage4,Garage4_001068#3
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Garage4_001086.png,Garage4_001086,Garage4,1086,rgb,Garage4_001086#1,284.183167,395.466431,387.097595,660.394775,4.921875,4.921875,3-5,conf2,indoor_garage,Garage4,Garage4_001086#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Garage4_001086.png,Garage4_001086,Garage4,1086,rgb,Garage4_001086#2,511.290253,400.479675,592.469849,605.170349,6.121094,6.121094,>5,conf1,indoor_garage,Garage4,Garage4_001086#2
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Garage4_001086.png,Garage4_001086,Garage4,1086,rgb,Garage4_001086#3,857.333332,415.333328,938.333332,478.333328,,,>5,none,indoor_garage,Garage4,Garage4_001086#3
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Garage4_001128.png,Garage4_001128,Garage4,1128,rgb,Garage4_001128#1,636.536011,402.772705,720.523560,589.615723,6.761719,6.761719,>5,conf2,indoor_garage,Garage4,Garage4_001128#1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Garage4_001128.png,Garage4_001128,Garage4,1128,rgb,Garage4_001128#2,352.807159,402.349457,427.401764,597.432617,6.166016,6.166016,>5,conf2,indoor_garage,Garage4,Garage4_001128#2
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Garage4_001242.png,Garage4_001242,Garage4,1242,rgb,Garage4_001242#2,817.949524,404.404449,880.675049,615.041382,,,>5,none,indoor_garage,Garage4,Garage4_001242#2
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Garage4_001242.png,Garage4_001242,Garage4,1242,rgb,Garage4_001242#3,757.160645,407.831238,806.086060,546.482727,,,>5,none,indoor_garage,Garage4,Garage4_001242#3
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Garage4_001242.png,Garage4_001242,Garage4,1242,rgb,Garage4_001242#4,426.539490,402.774902,464.240051,513.934937,,,>5,none,indoor_garage,Garage4,Garage4_001242#4
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Garage4_001296.png,Garage4_001296,Garage4,1296,rgb,Garage4_001296#1,679.988403,397.136627,800.873901,687.529175,4.433594,4.433594,3-5,conf2,indoor_garage,Garage4,Garage4_001296#1
