image_path,image_id,sequence,frame_id,viewer,human_name,bbox_x1,bbox_y1,bbox_x2,bbox_y2,depth_m,distance_m,distance_class_3,depth_source,scene_type,recording,worker_key,data_source
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_000246.png,Pave1_000246,Pave1,246,rgb,Pave1_000246#1,0.334007,289.675262,133.696777,719.269653,1.333984,1.333984,<3,conf1,outdoor_pavement_closed_road_sim,Pave1,Pave1_000246#1,workzone_wave1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_000258.png,Pave1_000258,Pave1,258,rgb,Pave1_000258#1,60.700752,306.646301,246.691498,719.572327,1.696289,1.696289,<3,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_000258#1,workzone_wave1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_000276.png,Pave1_000276,Pave1,276,rgb,Pave1_000276#1,181.312088,320.936096,413.880005,719.616394,2.175781,2.175781,<3,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_000276#1,workzone_wave1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_000336.png,Pave1_000336,Pave1,336,rgb,Pave1_000336#1,656.184204,321.765747,878.531494,719.258423,1.871094,1.871094,<3,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_000336#1,workzone_wave1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_000336.png,Pave1_000336,Pave1,336,rgb,Pave1_000336#2,369.927124,345.722595,487.895264,701.753601,3.503906,3.503906,3-6,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_000336#2,workzone_wave1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_000444.png,Pave1_000444,Pave1,444,rgb,Pave1_000444#1,193.953369,341.549072,304.545898,577.114258,5.244141,5.244141,3-6,conf1,outdoor_pavement_closed_road_sim,Pave1,Pave1_000444#1,workzone_wave1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_000444.png,Pave1_000444,Pave1,444,rgb,Pave1_000444#2,478.127563,344.866638,558.180298,587.392151,5.425781,5.425781,3-6,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_000444#2,workzone_wave1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_000456.png,Pave1_000456,Pave1,456,rgb,Pave1_000456#1,132.651169,340.381714,269.439606,594.987488,,,3-6,none,outdoor_pavement_closed_road_sim,Pave1,Pave1_000456#1,workzone_wave1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_000456.png,Pave1_000456,Pave1,456,rgb,Pave1_000456#2,461.309052,349.460999,549.537476,575.688721,5.566406,5.566406,3-6,conf1,outdoor_pavement_closed_road_sim,Pave1,Pave1_000456#2,workzone_wave1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_000480.png,Pave1_000480,Pave1,480,rgb,Pave1_000480#1,101.572746,336.481171,215.422699,632.324158,4.515625,4.515625,3-6,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_000480#1,workzone_wave1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_000480.png,Pave1_000480,Pave1,480,rgb,Pave1_000480#2,470.689545,349.805908,536.758667,547.321899,6.582031,6.582031,>6,conf1,outdoor_pavement_closed_road_sim,Pave1,Pave1_000480#2,workzone_wave1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_000516.png,Pave1_000516,Pave1,516,rgb,Pave1_000516#1,152.516235,336.880829,263.788269,695.373169,5.636719,5.636719,3-6,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_000516#1,workzone_wave1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_000516.png,Pave1_000516,Pave1,516,rgb,Pave1_000516#2,466.757324,355.361450,517.154175,511.872162,7.093750,7.093750,>6,conf1,outdoor_pavement_closed_road_sim,Pave1,Pave1_000516#2,workzone_wave1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_000540.png,Pave1_000540,Pave1,540,rgb,Pave1_000540#1,217.161255,335.838806,351.672180,719.558838,3.117188,3.117188,3-6,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_000540#1,workzone_wave1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_000540.png,Pave1_000540,Pave1,540,rgb,Pave1_000540#2,427.470795,351.359467,467.562103,500.380920,8.085938,8.085938,>6,conf1,outdoor_pavement_closed_road_sim,Pave1,Pave1_000540#2,workzone_wave1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_000552.png,Pave1_000552,Pave1,552,rgb,Pave1_000552#1,277.244385,338.962646,434.554596,719.477661,2.929688,2.929688,<3,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_000552#1,workzone_wave1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_000552.png,Pave1_000552,Pave1,552,rgb,Pave1_000552#3,395.206268,355.306274,440.784515,483.794678,,,>6,none,outdoor_pavement_closed_road_sim,Pave1,Pave1_000552#3,workzone_wave1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_000564.png,Pave1_000564,Pave1,564,rgb,Pave1_000564#1,362.908386,332.892181,471.455322,719.456360,2.632812,2.632812,<3,conf1,outdoor_pavement_closed_road_sim,Pave1,Pave1_000564#1,workzone_wave1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_000564.png,Pave1_000564,Pave1,564,rgb,Pave1_000564#2,353.333332,352.333328,393.333332,423.333328,,,>6,none,outdoor_pavement_closed_road_sim,Pave1,Pave1_000564#2,workzone_wave1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_000618.png,Pave1_000618,Pave1,618,rgb,Pave1_000618#1,781.328796,328.108063,959.410217,719.247314,1.772461,1.772461,<3,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_000618#1,workzone_wave1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_000618.png,Pave1_000618,Pave1,618,rgb,Pave1_000618#3,222.768585,345.913788,272.053955,528.379272,,,>6,none,outdoor_pavement_closed_road_sim,Pave1,Pave1_000618#3,workzone_wave1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_000630.png,Pave1_000630,Pave1,630,rgb,Pave1_000630#1,884.290771,419.455658,960.000000,712.523315,,,<3,none,outdoor_pavement_closed_road_sim,Pave1,Pave1_000630#1,workzone_wave1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_000630.png,Pave1_000630,Pave1,630,rgb,Pave1_000630#2,203.758011,342.634125,263.275696,532.443359,,,>6,none,outdoor_pavement_closed_road_sim,Pave1,Pave1_000630#2,workzone_wave1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_000654.png,Pave1_000654,Pave1,654,rgb,Pave1_000654#1,152.477539,333.571289,245.002045,568.313416,5.667969,5.667969,3-6,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_000654#1,workzone_wave1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_000666.png,Pave1_000666,Pave1,666,rgb,Pave1_000666#1,152.935257,330.792480,249.823151,581.012695,5.058594,5.058594,3-6,conf1,outdoor_pavement_closed_road_sim,Pave1,Pave1_000666#1,workzone_wave1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_000732.png,Pave1_000732,Pave1,732,rgb,Pave1_000732#1,186.577682,341.022827,338.427521,718.928162,3.001953,3.001953,3-6,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_000732#1,workzone_wave1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_000732.png,Pave1_000732,Pave1,732,rgb,Pave1_000732#2,432.902710,335.855835,581.336426,719.443237,2.611328,2.611328,<3,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_000732#2,workzone_wave1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_000744.png,Pave1_000744,Pave1,744,rgb,Pave1_000744#1,217.827530,328.509277,389.904907,719.397278,2.550781,2.550781,<3,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_000744#1,workzone_wave1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_000744.png,Pave1_000744,Pave1,744,rgb,Pave1_000744#2,423.701477,344.081146,556.283020,718.445068,2.994141,2.994141,<3,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_000744#2,workzone_wave1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_000762.png,Pave1_000762,Pave1,762,rgb,Pave1_000762#1,240.725784,314.776825,447.221436,719.450867,1.873047,1.873047,<3,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_000762#1,workzone_wave1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_000762.png,Pave1_000762,Pave1,762,rgb,Pave1_000762#2,417.825165,348.484039,510.949951,697.114929,3.504883,3.504883,3-6,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_000762#2,workzone_wave1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_000786.png,Pave1_000786,Pave1,786,rgb,Pave1_000786#1,442.070709,328.949066,741.386841,719.286438,1.223633,1.223633,<3,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_000786#1,workzone_wave1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_000786.png,Pave1_000786,Pave1,786,rgb,Pave1_000786#2,404.459290,347.393372,490.522888,622.073853,4.390625,4.390625,3-6,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_000786#2,workzone_wave1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_000798.png,Pave1_000798,Pave1,798,rgb,Pave1_000798#1,626.031738,329.298279,959.887756,718.940063,0.880859,0.880859,<3,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_000798#1,workzone_wave1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_000798.png,Pave1_000798,Pave1,798,rgb,Pave1_000798#2,389.462311,349.216614,473.479431,604.952881,4.792969,4.792969,3-6,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_000798#2,workzone_wave1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_000816.png,Pave1_000816,Pave1,816,rgb,Pave1_000816#1,384.340668,348.945801,461.466705,579.526489,5.310547,5.310547,3-6,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_000816#1,workzone_wave1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_001098.png,Pave1_001098,Pave1,1098,rgb,Pave1_001098#1,299.398987,346.964172,370.076965,501.953979,7.853516,7.853516,>6,conf1,outdoor_pavement_closed_road_sim,Pave1,Pave1_001098#1,workzone_wave1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_001110.png,Pave1_001110,Pave1,1110,rgb,Pave1_001110#1,277.719299,346.167572,323.286499,502.894592,7.833984,7.833984,>6,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_001110#1,workzone_wave1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_001122.png,Pave1_001122,Pave1,1122,rgb,Pave1_001122#1,216.662781,345.740784,302.958008,507.078308,7.830078,7.830078,>6,conf1,outdoor_pavement_closed_road_sim,Pave1,Pave1_001122#1,workzone_wave1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_001146.png,Pave1_001146,Pave1,1146,rgb,Pave1_001146#1,160.670059,338.456421,229.458847,525.362610,6.843750,6.843750,>6,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_001146#1,workzone_wave1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_001188.png,Pave1_001188,Pave1,1188,rgb,Pave1_001188#1,142.928467,339.470154,239.738754,590.403015,5.218750,5.218750,3-6,conf1,outdoor_pavement_closed_road_sim,Pave1,Pave1_001188#1,workzone_wave1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_001236.png,Pave1_001236,Pave1,1236,rgb,Pave1_001236#1,308.845459,340.911346,418.848450,666.213501,3.880859,3.880859,3-6,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_001236#1,workzone_wave1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_001236.png,Pave1_001236,Pave1,1236,rgb,Pave1_001236#2,638.630005,350.138031,751.472656,667.129883,3.937500,3.937500,3-6,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_001236#2,workzone_wave1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_001254.png,Pave1_001254,Pave1,1254,rgb,Pave1_001254#1,369.361206,346.345917,525.321289,698.111206,3.513672,3.513672,3-6,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_001254#1,workzone_wave1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_001254.png,Pave1_001254,Pave1,1254,rgb,Pave1_001254#2,560.705933,350.803375,655.424683,633.704224,4.218750,4.218750,3-6,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_001254#2,workzone_wave1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_001380.png,Pave1_001380,Pave1,1380,rgb,Pave1_001380#1,523.491394,314.296600,883.044067,719.355713,1.368164,1.368164,<3,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_001380#1,workzone_wave1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_001380.png,Pave1_001380,Pave1,1380,rgb,Pave1_001380#2,62.844269,338.932190,174.763336,574.680481,,,3-6,none,outdoor_pavement_closed_road_sim,Pave1,Pave1_001380#2,workzone_wave1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_001452.png,Pave1_001452,Pave1,1452,rgb,Pave1_001452#1,56.237175,323.679474,212.668442,718.134399,2.900391,2.900391,<3,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_001452#1,workzone_wave1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_001482.png,Pave1_001482,Pave1,1482,rgb,Pave1_001482#1,49.148483,331.669128,173.419495,647.023804,3.894531,3.894531,3-6,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_001482#1,workzone_wave1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_001500.png,Pave1_001500,Pave1,1500,rgb,Pave1_001500#1,56.505341,336.303650,166.837341,616.311523,4.390625,4.390625,3-6,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_001500#1,workzone_wave1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_001536.png,Pave1_001536,Pave1,1536,rgb,Pave1_001536#1,107.939987,317.346436,267.739929,719.604614,1.807617,1.807617,<3,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_001536#1,workzone_wave1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_001674.png,Pave1_001674,Pave1,1674,rgb,Pave1_001674#1,493.553284,346.765869,612.257629,677.628418,3.753906,3.753906,3-6,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_001674#1,workzone_wave1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_001698.png,Pave1_001698,Pave1,1698,rgb,Pave1_001698#1,543.044495,343.470428,700.104309,719.449829,2.980469,2.980469,<3,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_001698#1,workzone_wave1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_001698.png,Pave1_001698,Pave1,1698,rgb,Pave1_001698#2,463.524811,349.364960,540.124634,565.356445,5.796875,5.796875,3-6,conf1,outdoor_pavement_closed_road_sim,Pave1,Pave1_001698#2,workzone_wave1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_001722.png,Pave1_001722,Pave1,1722,rgb,Pave1_001722#1,603.954163,338.967041,831.370422,720.000000,2.244141,2.244141,<3,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_001722#1,workzone_wave1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_001722.png,Pave1_001722,Pave1,1722,rgb,Pave1_001722#2,411.850616,352.916718,459.770172,548.970154,,,>6,none,outdoor_pavement_closed_road_sim,Pave1,Pave1_001722#2,workzone_wave1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_001776.png,Pave1_001776,Pave1,1776,rgb,Pave1_001776#1,108.377075,304.585724,298.704102,720.000000,1.376953,1.376953,<3,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_001776#1,workzone_wave1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_001830.png,Pave1_001830,Pave1,1830,rgb,Pave1_001830#1,93.633659,336.900574,201.885864,596.526550,4.597656,4.597656,3-6,conf1,outdoor_pavement_closed_road_sim,Pave1,Pave1_001830#1,workzone_wave1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_001854.png,Pave1_001854,Pave1,1854,rgb,Pave1_001854#1,103.080460,337.861267,218.613510,656.634888,4.183594,4.183594,3-6,conf1,outdoor_pavement_closed_road_sim,Pave1,Pave1_001854#1,workzone_wave1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_001866.png,Pave1_001866,Pave1,1866,rgb,Pave1_001866#1,110.999908,331.618164,234.584885,659.260010,3.837891,3.837891,3-6,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_001866#1,workzone_wave1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_001878.png,Pave1_001878,Pave1,1878,rgb,Pave1_001878#1,135.682281,337.605743,266.007263,684.048157,3.509766,3.509766,3-6,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_001878#1,workzone_wave1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_001896.png,Pave1_001896,Pave1,1896,rgb,Pave1_001896#1,207.973022,334.259766,339.356506,719.664062,3.130859,3.130859,3-6,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_001896#1,workzone_wave1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_001908.png,Pave1_001908,Pave1,1908,rgb,Pave1_001908#1,243.065369,340.071289,373.411926,719.138245,2.826172,2.826172,<3,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_001908#1,workzone_wave1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_001920.png,Pave1_001920,Pave1,1920,rgb,Pave1_001920#1,301.745270,337.028198,509.946167,719.993286,2.605469,2.605469,<3,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_001920#1,workzone_wave1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_001950.png,Pave1_001950,Pave1,1950,rgb,Pave1_001950#1,526.507446,334.743439,678.398193,719.571899,1.879883,1.879883,<3,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_001950#1,workzone_wave1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_001950.png,Pave1_001950,Pave1,1950,rgb,Pave1_001950#2,29.956432,345.706726,106.756699,527.296631,,,3-6,none,outdoor_pavement_closed_road_sim,Pave1,Pave1_001950#2,workzone_wave1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_002040.png,Pave1_002040,Pave1,2040,rgb,Pave1_002040#1,579.268860,342.341064,736.293701,719.505737,2.914062,2.914062,<3,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_002040#1,workzone_wave1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_002040.png,Pave1_002040,Pave1,2040,rgb,Pave1_002040#2,311.161102,355.503998,360.302917,499.864746,7.277344,7.277344,>6,conf1,outdoor_pavement_closed_road_sim,Pave1,Pave1_002040#2,workzone_wave1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_002118.png,Pave1_002118,Pave1,2118,rgb,Pave1_002118#1,505.780273,352.039368,597.878052,614.956726,4.824219,4.824219,3-6,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_002118#1,workzone_wave1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_002118.png,Pave1_002118,Pave1,2118,rgb,Pave1_002118#2,404.325562,352.833710,437.255554,488.476685,,,>6,none,outdoor_pavement_closed_road_sim,Pave1,Pave1_002118#2,workzone_wave1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_002148.png,Pave1_002148,Pave1,2148,rgb,Pave1_002148#1,486.069641,348.966431,569.099792,573.717896,5.658203,5.658203,3-6,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_002148#1,workzone_wave1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_002148.png,Pave1_002148,Pave1,2148,rgb,Pave1_002148#2,367.406281,354.662292,417.623840,487.638702,,,>6,none,outdoor_pavement_closed_road_sim,Pave1,Pave1_002148#2,workzone_wave1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_002262.png,Pave1_002262,Pave1,2262,rgb,Pave1_002262#1,332.460327,351.561768,403.074371,550.886475,6.507812,6.507812,>6,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_002262#1,workzone_wave1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_002262.png,Pave1_002262,Pave1,2262,rgb,Pave1_002262#2,262.348572,349.845520,322.613098,510.743408,7.509766,7.509766,>6,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_002262#2,workzone_wave1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_002274.png,Pave1_002274,Pave1,2274,rgb,Pave1_002274#1,321.890503,347.863342,401.886353,553.786072,6.164062,6.164062,>6,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_002274#1,workzone_wave1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_002274.png,Pave1_002274,Pave1,2274,rgb,Pave1_002274#2,260.909851,347.532867,323.176453,510.527893,7.496094,7.496094,>6,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_002274#2,workzone_wave1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_002286.png,Pave1_002286,Pave1,2286,rgb,Pave1_002286#1,329.957336,348.421417,404.205780,570.936279,5.742188,5.742188,3-6,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_002286#1,workzone_wave1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_002286.png,Pave1_002286,Pave1,2286,rgb,Pave1_002286#2,261.728271,357.031555,320.480957,511.174011,7.468750,7.468750,>6,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_002286#2,workzone_wave1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_002298.png,Pave1_002298,Pave1,2298,rgb,Pave1_002298#1,324.386444,349.772919,412.143311,588.819214,5.417969,5.417969,3-6,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_002298#1,workzone_wave1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_002298.png,Pave1_002298,Pave1,2298,rgb,Pave1_002298#2,262.687256,360.760223,319.866455,510.738464,7.328125,7.328125,>6,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_002298#2,workzone_wave1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_002322.png,Pave1_002322,Pave1,2322,rgb,Pave1_002322#1,322.844604,348.159912,418.142670,621.801208,4.746094,4.746094,3-6,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_002322#1,workzone_wave1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_002322.png,Pave1_002322,Pave1,2322,rgb,Pave1_002322#2,232.438782,346.601593,303.118439,518.237000,6.480469,6.480469,>6,conf1,outdoor_pavement_closed_road_sim,Pave1,Pave1_002322#2,workzone_wave1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_002346.png,Pave1_002346,Pave1,2346,rgb,Pave1_002346#1,314.282654,343.596527,424.133667,660.348999,3.988281,3.988281,3-6,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_002346#1,workzone_wave1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_002346.png,Pave1_002346,Pave1,2346,rgb,Pave1_002346#2,194.969177,343.729065,263.991974,535.570862,6.417969,6.417969,>6,conf1,outdoor_pavement_closed_road_sim,Pave1,Pave1_002346#2,workzone_wave1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_002454.png,Pave1_002454,Pave1,2454,rgb,Pave1_002454#1,601.286804,305.497681,957.751831,719.299927,1.152344,1.152344,<3,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_002454#1,workzone_wave1
C:\Users\jiahu\OneDrive\Documents\human_detect\work-zone-safety-rgbd-dataset\images\Pave1_002454.png,Pave1_002454,Pave1,2454,rgb,Pave1_002454#2,145.161194,322.628357,278.392517,707.180420,3.404297,3.404297,3-6,conf2,outdoor_pavement_closed_road_sim,Pave1,Pave1_002454#2,workzone_wave1
